120 100 15000.0
74 3 101 2478551.5
91 87 93 359000.3
68 69 71 151871.9
77 1 10 366187.4
39 2 56 1509604.1
10 51 102 1403342.3
29 19 43 734184.4
37 59 83 619489.0
79 55 94 1284979.0
60 40 63 786483.2
61 35 82 1237913.1
20 108 120 381223.6
19 61 103 1157343.9
60 68 71 113453.8
59 46 47 137464.7
100 83 118 926040.8
35 25 117 2641158.8
60 16 97 1936478.2
89 55 99 1146051.8
56 11 55 1221576.5
22 49 88 1119003.3
24 41 115 2023583.2
73 27 34 239042.5
93 26 77 1509918.5
84 66 104 1006487.4
18 43 62 493947.9
73 53 89 968704.9
49 26 42 558211.5
55 34 54 664235.0
50 34 77 1162705.1
13 2 63 1612963.0
37 18 22 187612.8
78 70 109 1094008.0
61 48 48 89138.8
11 6 67 1691895.3
39 19 72 1438770.8
66 22 71 1457439.4
85 11 50 1080610.3
19 94 98 180724.7
42 52 52 102773.1
40 12 20 282692.9
92 39 59 659021.9
35 54 75 645657.9
13 73 81 379695.1
64 48 77 787945.6
38 11 61 1325704.9
8 103 108 286884.6
5 37 53 479815.9
23 10 45 881731.1
24 37 50 570954.9
62 71 82 350823.7
41 84 98 425617.4
34 78 93 465410.4
63 44 117 1940745.2
56 23 55 890286.1
95 95 113 527278.3
4 39 44 272629.4
10 46 77 922221.3
69 6 39 861195.3
67 37 52 518186.7
25 81 87 256227.0
93 70 118 1253847.5
24 58 64 330680.3
81 62 98 874926.1
65 49 53 201083.0
49 46 48 90103.1
11 30 57 757239.5
40 38 72 905526.1
63 1 77 2046170.9
32 7 68 1627253.7
26 4 65 1674307.6
19 29 119 2259277.3
5 45 92 1337579.0
100 39 60 585367.7
60 40 40 80620.7
84 17 76 1606667.3
26 83 120 1081608.9
27 59 84 813207.1
56 8 81 1881303.5
61 2 21 488159.3
44 35 103 1927283.2
23 35 46 303754.5
39 66 72 248364.2
40 34 72 941059.6
63 91 104 390624.6
49 67 69 101158.6
42 17 60 1216813.7
2 29 116 2157094.9
22 36 120 2225570.8
32 67 101 929690.4
90 51 69 599632.6
86 4 47 1252383.5
11 61 72 386294.4
9 12 100 2190878.9
5 64 90 779303.2
91 61 81 621009.4
78 65 68 122621.7
59 105 109 206343.2
13 17 107 2348195.6
68 85 92 251188.6
49 21 87 1615694.3
100 41 69 869011.7
62 6 30 673050.8
90 8 15 318210.4
46 40 109 1842829.4
55 76 80 243973.4
13 40 52 325826.4
12 59 114 1488655.9
21 35 114 2062335.6
8 46 55 439696.0
73 72 91 527522.1
51 13 15 236937.1
50 30 78 1203509.0
2 6 81 1836143.9
82 23 66 1155124.0
13 1 78 1984859.4
52 4 87 2013376.1
94 77 93 438102.9
75 12 27 570053.4
23 8 52 1063982.1
87 69 109 1095026.1
7 67 119 1422464.3
61 4 14 267051.8
65 10 100 2146931.3
37 11 67 1607672.7
96 80 92 330531.8
10 78 118 1156983.1
11 6 38 917484.4
80 21 56 984680.5
87 65 77 504489.0
26 6 79 1933221.4
9 93 100 234684.5
73 19 31 401463.6
16 1 85 1802679.7
59 49 113 1692348.0
54 45 77 806480.7
77 15 82 1754209.5
44 48 69 709260.9
26 4 87 2165049.4
64 26 58 875934.8
60 92 107 451858.7
100 89 97 286593.7
72 113 117 225910.3
73 94 114 585232.5
54 59 72 328007.2
2 67 87 565603.8
22 51 56 204901.8
19 104 114 436951.2
4 71 93 678223.4
15 100 111 361784.3
28 4 107 2669039.1
85 41 51 322881.2
71 60 62 80364.2
91 38 55 543969.1
32 50 64 540489.1
8 50 75 734923.0
7 8 67 1657715.2
12 25 32 246207.9
16 18 37 466978.8
1 39 53 496376.2
25 18 27 314727.8
31 62 116 1488423.3
27 55 81 853748.3
46 4 5 115967.5
37 5 111 2849820.8
88 10 15 233148.6
58 50 120 1548489.9
66 15 30 526773.6
56 86 103 547938.6
39 10 50 1077401.6
51 34 36 54409.3
95 71 91 606882.0
52 74 80 189097.4
54 54 62 264182.3
12 33 100 1696911.1
86 50 88 982774.7
99 31 112 2102696.8
28 52 99 1246401.4
90 68 107 1098253.1
81 2 46 978742.5
84 25 53 807976.7
53 31 102 1867580.5
18 1 56 1412049.3
40 16 94 1939605.5
100 93 119 742975.2
57 51 106 1405018.4
86 21 91 1763088.3
90 69 105 983616.3
83 8 33 714553.8
36 67 83 382479.9
37 31 69 1139132.4
51 19 32 358757.6
86 43 84 1052306.3
58 66 105 898096.2
98 2 73 2092117.4
89 35 47 403639.0
64 64 116 1333614.7
16 16 66 1068340.5
49 60 75 443576.2
18 43 59 427520.3
37 17 41 795063.1
48 82 120 987870.7
24 33 44 417208.5
65 14 33 607232.8
41 77 90 491514.7
42 73 82 331271.4
33 38 116 1866867.8
77 11 19 358388.9
67 2 119 2919407.4
23 102 119 576813.7
24 15 40 713432.0
37 51 110 1588666.3
45 9 104 2309682.6
46 70 79 312891.7
15 13 26 517412.7
43 27 73 1240541.4
76 93 112 607459.4
14 6 50 1197604.7
59 74 109 1020707.8
44 48 120 1961281.0
22 5 33 795456.3
18 25 25 27262.2
23 87 97 330674.3
92 7 35 741428.5
72 70 118 1284240.5
24 21 95 2177629.8
62 34 118 2257124.2
99 92 94 150239.0
22 80 115 935115.8
19 79 112 933705.6
80 38 56 608739.1
7 34 38 114053.4
80 33 117 2321615.4
29 52 57 157494.1
94 15 117 2625772.5
87 28 119 2358532.1
7 46 49 199112.9
80 104 114 426442.9
88 35 117 2027866.5
24 1 40 1144556.4
94 66 95 764793.3
44 7 61 1320222.5
22 60 114 1421010.6
38 19 61 1133956.0
77 39 114 1812873.4
2 24 35 337283.2
87 33 119 2264344.3
31 45 105 1576776.4
89 20 37 471351.7
31 31 119 2288349.5
76 49 109 1410822.0
95 81 93 456673.8
93 9 51 1210658.9
75 75 104 805536.4
13 45 94 1332861.5
76 54 55 145668.6
77 89 96 226050.0
1 14 30 426525.9
69 47 93 1237123.4
8 97 116 713450.3
59 35 82 1343215.3
89 72 105 885680.1
94 113 114 53628.3
75 6 51 1358566.3
35 30 116 2437231.7
91 60 119 1654579.8
82 13 85 2080609.9
18 18 114 2470669.8
66 59 78 590912.3
16 53 88 861015.8
35 70 73 221691.5
71 30 99 1701012.9
27 60 72 429012.7
4 91 118 744759.5
19 16 119 2589616.4
49 13 116 2716713.5
95 14 113 2473814.7
8 57 61 194504.5
91 57 62 266176.7
26 51 84 955812.8
71 9 97 2155679.1
84 60 116 1444755.3
91 47 107 1796162.2
27 82 100 529197.8
81 65 80 485888.7
63 35 107 1827423.1
38 84 101 554398.9
12 109 120 394601.8
55 2 7 167584.4
82 30 117 2296199.1
58 60 65 206452.0
30 74 97 729753.0
96 22 38 468188.4
14 41 55 534458.8
57 26 116 2309194.9
6 7 72 1654592.1
78 54 58 267642.9
13 89 103 444358.0
93 47 67 659423.1
57 13 23 347435.6
10 19 101 2168063.2
86 36 85 1202008.7
78 33 106 1935853.1
24 26 115 2342888.4
83 68 84 580679.4
43 14 72 1528784.2
70 39 59 679399.4
67 42 54 455770.6
32 39 51 423772.9
57 81 96 401778.8
83 27 83 1393126.9
23 70 72 116505.3
17 15 92 1911420.2
98 23 90 1905895.9
34 36 37 105796.7
47 25 57 1046503.1
45 10 45 945350.3
6 6 48 1127975.5
81 56 88 905079.6
72 3 96 2478557.4
44 87 98 396385.0
78 24 86 1611918.6
36 7 95 2028684.2
97 40 41 108755.2
93 3 119 2982765.2
26 18 45 799280.5
25 60 75 483402.3
57 67 89 684475.2
64 4 109 2467856.1
49 4 56 1475399.3
59 49 105 1488256.5
72 41 70 841891.2
8 42 90 1276031.0
24 34 56 856543.4
13 73 109 992747.8
30 19 31 395567.6
66 14 76 1710572.8
74 15 19 182606.4
47 24 101 2177652.1
13 62 79 603259.0
97 52 54 152653.7
5 23 67 1237564.5
22 34 39 285489.7
21 1 87 2159437.5
11 9 53 1179294.1
34 19 68 1316042.1
6 56 67 387499.5
98 64 74 381718.8
25 32 33 106551.7
99 47 108 1626690.0
41 58 77 548113.2
61 26 43 574978.8
64 24 83 1444846.6
88 3 65 1566028.0
63 44 95 1329786.7
3 3 95 2166875.3
38 43 63 600959.3
52 3 108 2447925.0
9 49 86 1049260.6
4 61 104 1237580.9
33 3 118 2798160.7
31 48 72 591115.0
18 38 111 1911157.3
18 27 93 1714226.7
35 4 4 72108.6
40 104 105 63118.6
73 6 28 614689.0
2 56 106 1298845.9
56 63 73 340982.3
58 9 53 1177678.4
29 35 45 294513.9
15 71 93 606826.5
97 30 95 1727024.2
92 21 98 1883042.5
86 40 104 1502168.3
33 6 19 410244.9
80 14 72 1577848.0
48 73 99 777499.6
57 42 89 1261768.9
7 3 16 488381.5
95 61 96 1025757.8
99 35 77 1218804.8
46 16 44 754583.4
58 92 115 590155.5
76 25 100 1697523.7
48 14 44 899532.5
61 65 91 785376.9
88 29 52 677783.3
30 51 100 1432695.5
99 75 88 360726.8
99 27 29 152594.1
91 37 94 1713858.1
77 67 101 969897.3
64 39 43 191953.0
20 4 106 2490099.8
15 116 118 149826.3
49 18 46 834773.1
36 29 73 1086150.9
36 14 79 1513942.5
83 24 33 315940.1
70 14 108 2287944.3
83 90 120 870208.1
62 120 120 22989.0
14 17 105 2196072.1
76 41 66 730153.9
40 1 15 526999.1
5 43 120 1998581.9
7 16 92 2059529.7
79 9 34 760593.6
67 30 33 132844.4
7 2 6 193454.4
13 78 79 102297.1
49 36 99 1660983.9
11 41 117 1811710.4
18 52 79 765482.5
64 57 68 270176.4
45 12 59 1257129.9
18 4 88 2141379.8
8 73 91 497391.8
64 24 35 405653.0
51 18 77 1403920.3
50 106 110 250224.9
19 14 40 699555.2
41 11 45 913387.8
34 18 18 52612.3
11 21 63 1153628.9
83 55 112 1524331.5
71 28 88 1528272.7
75 29 58 851889.9
44 53 110 1688259.0
32 85 91 252630.8
79 60 116 1588434.0
87 34 37 104263.4
28 59 111 1256144.7
79 42 87 1451549.5
84 52 97 1267837.1
15 20 96 1863635.8
46 39 108 1828635.1
14 107 117 355924.5
64 11 69 1394953.9
16 33 79 979577.1
54 47 98 1160965.0
85 8 79 1875125.7
77 46 94 1163315.4
17 60 75 477506.2
23 4 25 607497.3
43 45 69 725796.1
65 2 35 901265.5
7 20 58 1066205.7
1 83 95 439201.3
86 47 57 349762.2
60 49 117 1669454.3
31 42 114 1856295.6
21 2 72 1844340.0
99 11 21 265776.2
23 84 117 988015.6
27 4 83 1977385.0
71 19 51 896587.0
12 41 93 1358967.3
44 19 67 1281850.0
51 102 113 256641.9
74 1 12 354789.9
31 55 91 972182.5
36 17 81 1492724.4
85 30 114 2200800.7
98 5 24 577830.5
62 19 96 1968879.6
5 62 75 425936.5
64 75 79 197492.4
85 94 107 441457.5
38 39 120 2084413.4
82 25 52 854679.7
54 65 98 767596.2
37 85 92 325188.5
39 42 91 1441201.6
80 37 109 1960402.8
80 101 120 692082.8
66 61 88 819275.7
75 93 120 795178.0
71 57 109 1332513.7
14 96 99 75407.9
75 76 91 431431.2
12 59 112 1432365.2
64 54 75 579235.5
34 2 119 3021972.1
18 72 96 800219.3
44 45 53 295992.3
45 45 100 1388946.3
61 48 109 1660032.5
10 36 83 1202504.1
7 62 113 1393111.9
64 26 110 2055856.5
46 17 78 1569740.1
8 32 102 1882490.9
38 103 111 250425.1
21 14 55 1006946.8
42 6 49 1202805.7
11 22 33 407037.8
69 31 48 483500.2
73 24 117 2331391.3
85 9 24 399195.7
95 59 74 541159.5
60 100 109 323193.2
81 38 102 1574061.4
64 9 60 1250119.1
66 87 91 167575.4
66 109 120 323133.8
92 19 46 773405.7
13 34 97 1680490.5
79 21 59 995319.7
63 49 103 1406325.3
7 75 118 1234276.9
76 54 110 1294578.1
13 80 83 213804.1
1 20 113 2414252.1
75 34 94 1554869.6
100 12 68 1538866.0
9 77 87 350702.8
46 91 113 726297.3
3 116 119 249159.9
62 34 106 1905243.5
98 11 41 890340.1
78 25 106 2097113.3
59 26 34 230405.2
53 22 99 2057057.2
11 19 102 2063240.5
38 34 53 654872.1
59 39 51 472779.0
3 68 72 167143.2
80 45 58 486511.5
19 75 97 721679.4
74 66 90 611545.0
52 4 43 1032825.1
66 29 56 843675.6
29 1 23 615481.9
17 32 79 1310589.7
80 30 58 850210.0
20 18 56 948894.5
43 41 74 947719.5
56 18 103 2084117.1
49 44 73 756280.0
43 12 101 2478363.9
79 3 87 2308221.9
73 4 66 1600906.9
9 89 91 134369.7
98 60 65 246381.1
99 18 102 2219805.2
72 66 79 436767.1
54 31 101 1608691.9
13 25 33 404179.9
10 79 112 1017102.3
48 92 108 461263.3
88 64 100 966307.2
72 67 95 775179.8
55 18 82 1770988.2
90 2 41 1057755.5
46 7 57 1425716.8
97 6 84 2039751.6
21 16 69 1464373.0
82 41 63 657630.6
90 25 27 175349.9
65 4 61 1371515.2
44 53 53 105530.4
86 35 66 844561.3
96 74 110 804977.5
48 61 64 204828.8
81 1 62 1370644.2
68 104 107 171288.5
15 11 95 2152706.0
53 49 83 1017491.8
97 13 106 2338951.9
40 92 97 284811.1
99 42 115 1860004.6
66 47 114 1845055.3
60 3 80 1947866.7
13 46 72 711697.8
43 13 65 1388061.5
57 55 63 338531.6
44 91 94 171186.3
97 7 118 2733881.0
69 12 61 1235342.8
15 17 72 1488060.4
73 5 18 418196.8
70 67 81 399199.6
52 3 36 922112.8
84 67 108 1041821.6
75 6 29 784103.6
6 53 112 1635669.8
60 48 104 1407511.4
58 37 67 736447.6
90 25 67 1216973.5
62 68 94 770568.2
79 37 101 1921052.6
46 50 69 547462.7
50 105 106 130935.7
61 12 44 798883.7
38 62 107 1192049.0
84 56 99 1218450.2
96 39 83 1141513.1
23 47 83 798639.8
35 49 95 1263388.8
40 27 62 929191.4
67 37 117 2066043.1
12 54 120 1747547.3
80 62 78 509555.3
24 41 82 1340835.2
55 22 40 567442.2
13 3 91 2300888.4
34 32 72 1137008.1
62 25 99 1890444.4
43 42 109 2009351.8
70 79 118 1141679.5
64 17 59 1081539.8
96 23 119 2257606.0
98 71 119 1427515.6
85 44 120 1951615.1
24 39 52 586716.8
25 50 54 174189.4
23 114 119 196351.2
84 35 109 1930987.7
16 48 109 1429821.0
93 101 117 397200.0
87 25 81 1564681.5
30 31 38 194899.9
5 11 55 1125172.0
28 11 53 1255169.0
56 61 66 182949.5
61 37 112 1964413.9
82 22 79 1625992.8
7 51 55 175306.4
1 38 94 1515634.2
46 17 61 1189246.3
99 7 83 1987731.3
43 47 111 1923800.4
16 7 19 367504.4
21 58 78 698507.4
6 3 115 2833401.2
77 53 97 1136217.1
52 42 77 961168.1
98 57 68 452600.4
52 54 79 725673.8
80 98 108 416364.7
18 30 42 372549.7
45 43 108 1574294.9
68 6 51 1225819.1
49 33 43 395862.2
7 45 82 1066973.9
63 7 45 1019846.9
80 4 81 2008456.3
76 71 73 85667.0
26 23 119 2497421.9
30 40 60 639485.3
68 20 53 1040201.7
26 56 78 605058.1
48 16 113 2479783.5
7 75 79 191362.6
60 21 116 2331383.9
48 3 66 1646039.1
38 43 48 184399.3
8 15 65 1434261.0
87 35 82 1315503.3
94 38 103 1740465.5
58 93 102 276398.1
76 29 53 618459.1
57 10 120 2788249.0
44 32 102 1931369.2
20 38 66 725358.8
49 29 89 1517404.4
33 33 57 698880.9
64 45 86 1027381.3
43 30 66 922189.4
68 29 53 800081.1
69 7 23 515313.2
64 49 63 480166.1
43 44 96 1617636.3
90 67 103 1032968.0
85 19 71 1409288.4
55 22 37 490006.3
94 77 104 781309.3
30 101 119 537854.5
32 5 79 1851699.1
13 58 58 42241.3
35 85 108 750888.8
4 31 119 2360189.4
10 59 115 1562218.1
38 24 34 303737.9
66 19 98 2173080.2
93 8 114 2780593.0
60 42 58 552036.3
49 8 37 877311.2
31 11 59 1258820.3
19 47 82 977834.0
70 25 53 904294.9
76 84 115 811228.8
55 51 57 247351.0
71 36 54 497301.1
45 89 102 415623.3
96 38 84 1214631.4
50 67 70 145681.0
48 55 56 110379.3
12 41 84 1147362.1
40 40 77 957751.5
61 20 21 46030.5
70 34 100 1745501.7
55 12 61 1276695.7
31 78 118 1195185.2
23 53 89 870186.5
82 56 68 344609.9
44 80 89 374906.1
52 64 100 802517.1
26 37 47 342581.6
32 40 114 2003505.9
48 63 74 400290.0
81 27 117 2104187.5
74 32 112 1977068.4
99 12 38 744479.3
66 40 81 1237070.9
92 38 66 800458.8
23 63 92 708936.0
14 87 88 103153.1
18 26 56 735887.2
47 13 74 1740346.8
1 42 106 1736423.1
25 78 117 953616.7
72 32 78 1290863.7
58 46 108 1322142.4
76 2 88 1967342.2
53 36 77 1091218.3
37 4 58 1575058.6
83 25 41 548389.7
28 5 18 414876.1
75 7 109 2601044.7
43 81 95 659115.9
99 45 70 738596.5
83 20 33 388105.1
63 68 68 57236.0
19 46 104 1543229.7
45 20 99 1904163.0
84 62 73 350159.2
32 88 95 349657.9
49 40 116 2001812.2
11 49 61 368162.2
18 8 105 2553882.8
34 1 21 615677.3
29 1 20 577408.9
8 8 59 1489502.9
84 55 72 514026.5
80 20 48 743261.0
22 41 113 1876295.0
45 5 64 1444706.8
76 8 106 2223089.8
40 50 60 308996.5
60 5 92 2174727.1
68 69 79 309981.1
28 22 64 1149918.4
91 7 48 1035325.5
45 45 85 969492.7
45 31 118 2058580.3
5 79 114 903613.7
65 59 59 95720.9
30 15 55 1070816.7
34 8 37 760632.2
44 82 100 608006.2
22 13 108 2577349.0
7 19 90 1953549.5
64 44 70 672275.2
25 41 113 1727555.1
20 90 109 674824.7
14 94 108 429949.7
48 107 111 193406.0
4 8 114 2808987.1
89 32 34 118165.6
60 7 36 773251.6
9 17 95 2024141.7
29 18 49 859972.9
71 12 65 1361458.6
62 19 68 1350962.3
99 58 93 985339.7
26 20 73 1521385.1
3 54 55 74111.7
3 98 98 30660.9
86 4 7 182115.2
36 47 66 493451.1
92 44 87 1100133.9
94 23 82 1647971.3
96 74 102 603714.6
10 73 85 348982.5
82 43 87 1223811.9
98 15 112 2748832.5
71 12 55 1126527.7
89 57 110 1292947.9
43 86 115 979497.9
41 8 32 649905.1
50 2 104 2510891.6
80 22 72 1396216.1
20 2 63 1580495.4
68 15 46 942615.5
13 1 33 902844.6
31 65 82 512563.1
83 9 92 2107482.0
59 108 108 46986.2
2 36 39 199019.0
24 77 91 419138.2
12 43 60 524177.3
54 39 72 878874.6
86 49 84 928954.2
78 111 112 64573.5
51 30 85 1283480.1
92 4 32 802207.0
42 28 117 2403672.0
71 119 119 85494.1
35 9 100 2427671.0
96 95 117 583578.8
50 67 101 960309.6
19 49 107 1512886.9
36 47 119 1659171.7
96 55 63 315068.0
72 20 86 1810505.5
43 38 75 994444.4
79 1 74 2004024.4
97 11 100 2236050.4
89 8 20 388961.7
19 30 82 1306682.5
91 8 101 2533461.3
72 50 104 1440171.6
79 74 86 488773.8
99 19 30 326348.7
29 31 87 1385321.6
57 54 92 1079419.3
9 10 63 1267648.7
73 54 102 1245562.5
49 22 118 2503675.5
96 71 99 717335.5
3 5 9 111661.1
60 80 115 932418.3
71 13 103 2219305.4
39 47 97 1408111.7
95 27 81 1383250.4
42 1 95 2381520.7
14 19 114 2366887.4
53 37 65 753902.3
16 4 68 1419196.3
56 11 102 2269637.9
50 6 65 1473473.4
78 2 74 1921563.9
66 24 78 1567909.2
63 12 43 918419.9
8 23 83 1556842.2
3 69 115 1370893.1
17 80 83 156084.2
55 79 89 325650.7
58 17 51 905242.1
63 16 32 602814.3
49 16 109 2402885.6
14 73 120 1199184.7
14 108 111 136652.0
71 10 44 889544.4
41 83 87 203764.9
15 41 76 978945.5
26 72 86 469692.2
10 69 110 1166452.3
93 76 117 1040723.5
8 60 99 1030445.8
24 113 119 187984.2
94 16 91 2003231.0
53 64 117 1417834.7
18 68 78 420626.0
79 46 94 1528205.4
14 56 119 1509360.0
96 56 111 1362954.7
29 42 105 1498555.4
76 17 48 799311.7
91 23 51 879172.3
86 43 91 1222049.3
20 56 96 996631.2
40 61 87 724670.6
65 25 25 61092.9
56 82 112 848391.3
84 9 103 2420579.8
59 3 95 2425317.9
41 54 87 978341.4
99 9 66 1554567.9
37 58 86 773629.7
7 12 26 483534.5
41 91 101 317499.3
47 5 116 2838028.0
33 8 115 2613752.0
48 40 84 1074595.2
96 10 47 1036052.9
3 48 86 1001699.7
42 49 99 1357846.3
95 68 74 237904.6
70 18 92 1890593.1
42 47 98 1328189.0
17 5 89 2067988.9
74 3 76 1869204.8
95 102 113 415452.6
84 8 120 2870164.1
10 18 43 766908.8
9 23 95 1890384.3
91 38 104 1899068.2
55 13 64 1338657.2
15 67 70 221840.4
36 92 103 288118.3
35 72 77 260781.2
8 17 108 2417132.1
97 63 75 456702.9
13 10 96 2296307.4
71 44 60 526953.0
86 49 78 809288.1
43 38 56 489375.2
90 24 90 1773836.5
15 43 82 1068809.6
50 19 28 291873.1
72 8 25 567333.3
100 80 120 1067837.8
95 33 98 1642322.5
97 35 93 1558666.6
57 46 108 1607414.5
38 24 35 324013.8
39 36 103 1843550.8
43 4 117 3067267.9
56 30 75 1213943.6
17 70 107 912479.5
93 39 114 1941264.3
7 9 46 1003424.9
40 21 108 2063292.1
1 1 110 2756972.1
37 33 54 718165.1
29 10 62 1230414.8
76 1 22 615122.7
20 48 53 138179.4
85 46 87 1074050.6
40 8 15 300862.9
18 37 41 177998.0
54 10 45 956681.2
96 1 105 2618140.6
72 40 73 925061.4
85 10 14 136218.7
78 39 94 1517066.4
90 41 105 1771847.8
83 28 56 670571.2
75 14 39 859798.9
5 33 72 1055516.6
79 45 59 530216.7
18 4 44 1153072.2
86 11 96 2187641.6
45 73 87 499720.6
66 81 119 1020993.5
66 20 68 1399531.4
4 14 84 1936292.6
4 21 76 1480132.5
79 8 12 260365.0
48 27 78 1216240.6
42 20 28 290159.7
36 92 105 333005.6
34 45 88 1156747.4
42 59 107 1327756.7
70 86 101 551147.5
89 1 108 2500613.1
12 1 64 1441170.2
35 45 86 1175554.6
5 6 101 2436257.4
99 37 96 1595403.9
47 16 30 488143.3
23 77 116 1120431.9
62 19 78 1552348.4
27 80 98 513298.8
44 99 119 590230.7
97 26 52 781594.0
56 19 114 2355207.4
78 72 81 406900.7
88 38 78 1011351.7
6 9 33 689310.8
47 89 90 125132.7
78 24 84 1564105.2
42 75 91 519178.1
13 26 60 982098.2
23 78 97 560395.0
20 28 34 225348.3
71 55 88 940181.3
74 16 72 1408571.0
20 23 24 104623.0
13 34 40 271365.7
37 81 104 807507.9
66 1 117 3176194.2
40 41 107 1733641.8
88 53 77 563685.6
34 20 22 107114.4
34 25 44 603247.6
58 22 89 1533985.7
21 58 97 1124061.9
12 32 54 617239.7
8 10 97 2246021.5
25 37 86 1265564.6
89 3 59 1360945.6
78 49 114 1724528.6
65 65 66 83918.1
18 12 89 1955823.9
80 25 82 1555538.8
26 58 71 436487.3
44 62 86 901997.9
12 54 97 1107764.5
67 34 78 1281656.1
30 99 109 234025.8
70 12 69 1395847.6
6 14 109 2442512.8
80 22 80 1589163.8
62 45 46 99126.3
35 12 39 739240.3
99 20 33 432354.0
65 72 96 627272.4
36 58 102 918611.5
17 36 78 1186449.7
58 46 93 979537.3
19 29 30 75238.1
64 86 92 248337.8
33 39 85 1205642.6
21 44 95 1441884.1
28 2 64 1691741.0
21 45 118 1932038.4
68 3 119 2962244.2
93 13 58 1307747.2
75 50 66 582672.3
59 48 59 347783.1
38 25 102 2016614.8
83 9 26 532974.1
44 27 46 450831.0
99 4 67 1696291.5
62 46 83 963496.2
91 54 81 829166.4
62 17 95 1983283.7
64 79 100 563557.0
92 20 86 1658480.4
71 40 44 186329.3
38 25 112 2207691.7
81 72 107 861145.9
48 7 76 1809329.5
53 27 84 1559489.5
60 97 109 375078.8
28 9 108 2542418.1
56 66 99 901448.6
59 48 68 603891.3
71 4 105 2450069.9
58 7 48 1122181.8
47 40 107 1836709.5
19 18 76 1468230.5
1 55 96 1143319.2
26 73 77 166155.4
69 46 88 1167873.3
24 35 66 1132108.5
1 53 91 1089830.9
61 55 86 867282.0
30 12 90 2066821.7
38 15 27 376903.1
88 50 100 1262068.3
64 1 21 520680.9
83 42 84 1073982.5
85 62 93 871721.4
37 86 120 937418.5
65 39 41 98696.1
64 95 103 297236.6
57 69 103 907905.7
5 88 92 186652.3
51 33 93 1456857.0
50 1 13 358934.4
5 42 73 905819.3
16 23 114 2047891.0
88 109 117 261285.6
28 56 58 115256.4
42 30 66 1029965.2
81 56 94 976639.0
72 54 55 97474.2
61 32 77 1115336.6
53 76 86 422977.5
29 9 101 2242364.7
83 72 96 716262.9
30 72 115 1189196.4
79 60 109 1461414.9
24 22 34 399390.8
61 39 69 777185.0
40 51 84 785787.3
56 38 103 1634584.6
36 53 109 1206253.3
72 9 71 1759238.4
4 8 101 2542244.2
50 13 48 930153.6
50 3 40 960216.8
77 43 114 1670970.7
51 30 120 2038229.8
83 65 78 498408.5
54 51 118 1409819.7
98 13 49 1008971.0
89 2 32 798495.0
56 92 102 338162.1
17 1 51 1166885.4
61 71 113 1241793.0
84 15 82 1863173.6
63 55 70 411833.1
17 65 89 765016.6
17 78 95 475295.9
70 69 99 853344.7
21 83 105 624737.7
41 1 104 2643196.7
98 32 115 2418830.3
85 14 97 2215301.2
22 50 54 166850.0
5 18 108 2304846.7
94 12 85 1952452.4
19 12 120 2659431.5
80 85 104 561836.8
62 12 50 1080232.8
93 82 89 278966.7
55 34 72 1155444.0
22 92 97 245077.9
85 34 102 1824244.9
82 27 37 402693.2
81 15 72 1421744.9
12 26 112 2123603.8
31 35 119 2173126.4
27 102 108 249110.5
17 7 13 216765.8
23 15 31 569551.5
74 42 120 1910489.0
56 50 78 833030.6
52 39 104 1529525.5
3 37 80 1165674.5
41 40 67 750254.7
88 31 115 2051814.2
72 56 85 847192.5
56 41 101 1531222.7
63 4 59 1528104.4
93 23 25 192825.0
39 86 99 468031.7
9 45 104 1639278.7
23 38 50 337039.0
13 22 48 831547.4
98 7 38 928097.2
78 20 72 1426852.5
41 63 101 1090258.9
69 23 63 1054219.2
68 106 117 380521.9
84 80 97 591358.1
77 68 88 662543.0
96 88 100 323370.3
66 46 76 927020.7
36 82 83 72225.3
83 29 33 131464.6
79 16 74 1687995.0
15 42 116 1863196.1
90 14 86 1952101.8
85 12 62 1374621.1
8 7 73 1803077.7
83 39 109 1740847.6
86 47 67 587826.4
39 38 51 422479.4
38 14 24 333619.1
25 14 77 1670312.8
40 36 74 957920.9
30 16 84 1857119.4
26 1 32 847427.3
76 37 109 1651733.6
90 67 74 270717.9
77 25 96 1760623.1
80 82 116 1059588.3
17 14 59 1091209.5
71 85 98 345915.1
22 20 108 2406732.2
37 38 62 796139.7
66 64 114 1402801.7
37 19 34 510901.1
13 2 47 1293960.3
93 82 108 771523.4
64 20 87 1623754.3
61 29 107 2053434.7
5 20 57 1019485.3
84 7 73 1777407.0
31 87 120 1010465.8
24 32 39 299613.1
17 45 93 1315277.3
99 11 81 1833196.1
61 29 46 487135.7
99 32 115 2123003.1
58 90 110 535707.9
1 3 60 1430903.3
7 39 89 1467994.5
38 15 29 425578.8
86 10 59 1419635.2
32 20 89 1831244.7
19 81 89 331938.4
45 52 79 618023.1
39 42 54 436628.6
8 45 74 819968.2
32 17 23 125050.8
98 78 110 987476.4
12 2 103 2326468.8
71 4 5 81782.0
94 100 114 433960.5
85 111 119 228338.1
2 48 91 1085543.5
54 10 25 443222.9
9 62 66 126989.2
19 73 84 313257.0
23 43 51 242984.3
30 82 105 646627.2
33 43 76 839952.3
